Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews,City,Country
Hirter Morchl,Lager - Munich Dunkel,Brauerei Hirt GmbH,Brauerei Hirt GmbH Hirter Morchl,Notes:,5.0,15,25,18,68,16,31,77,26,0,39,30,6,132,3.727273,3.886364,3.727273,3.852273,3.875,44,Hirt,Austria
Dunkel,Lager - Munich Dunkel,The Olde Mecklenburg Brewery,The Olde Mecklenburg Brewery Dunkel Lager,"Notes:Winter has met its match in the form of this classic Munich-style dark lager. Smooth, with caramel and roasted malt flavors courtesy of Dark Munich and Carafa malts, Dunkel offers an easy-drinking finish to even the coldest, darkest days of winter. It may be freezing outside, but the conditions inside this bottle of Dunkel are always absolutely perfect. Enjoy it all winter long.",4.9,15,25,19,50,5,42,58,3,2,6,51,6,123,3.78125,4.15625,4.21875,4.25,4.21875,16,Charlotte,USA
Hacker-Pschorr Münchner Dunkel,Lager - Munich Dunkel,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Münchner Dunkel,Notes:,5.0,15,25,20,45,4,42,83,19,2,20,42,8,119,3.857143,4.047619,3.928571,3.928571,4.071429,21,München,Germany
Saranac Long John Lager,Lager - Munich Dunkel,Matt Brewing Company,Matt Brewing Company Saranac Lager,Notes:Long John Lager is a robust easygoing Dunkel Lager. The caramelized malty sweetness is nicely balanced by a toasted nuttiness that'll surely light up your taste buds on a winter's day.\t,5.5,15,25,10,14,4,10,31,5,0,7,14,1,50,2.969595,3.263514,3.158784,3.155405,3.5,148,San Luis Obispo,USA
Fearless Youth,Lager - Munich Dunkel,Grimm Brothers Brewhouse,Grimm Brothers Brewhouse Fearless Youth,"Notes:Once upon a time in the land of Bavaria, a darkness fell upon the beer in the town of Munich. But have no fear – this darkness was born of a toasted malt that produces a bready chocolate flavor. This full-bodied brew is now known as a Munich Dunkel. Our dunkel is made with just enough hoppy bitterness to scare away any overt sweetness. Then it is carefully lagered to produce a cleaness that no one will shudder at.\t",5.2,15,25,21,52,8,37,95,18,0,32,39,6,129,4.333333,4.5,4.0,4.5,4.5,3,Loveland,USA
Tradition,Lager - Munich Dunkel,Bayerische Staatsbrauerei Weihenstephan,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Tradition,Notes:,5.2,15,25,17,54,3,38,70,19,0,27,40,1,113,3.72619,3.904762,3.678571,3.738095,3.833333,42,Freising,Germany
Negra,Lager - Munich Dunkel,Mahou S.A.,Mahou S.A. Negra,Notes:,5.5,15,25,13,45,11,47,59,13,3,16,34,3,104,3.105263,3.473684,3.421053,3.447368,3.578947,19,Avery Brewing Company,MORE
Samuel Adams OctoberfestBoston Beer Company (Samuel Adams),Lager - Märzen / Oktoberfest,Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Octoberfest,"Notes:In 1810, the Oktoberfest tradition was born when Munich celebrated the Crown Prince's wedding with a special beer and 16-day party. Our version of this classic style blends hearty malts for a deep, smooth flavor of caramel, creating a brew that's perfect for the season, or whatever you're celebrating. Smooth with a roasty sweetness, and light hop character.\t",5.3,18,25,13,42,11,35,47,11,0,22,43,13,84,3.476756,3.799525,3.624142,3.686741,3.825409,1893,Boston,USA
Oktoberfest Märzen,Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Oktoberfest-Märzen,"Notes:An amber beer style that was developed to celebrate the original Oktoberfest over 200 years ago. This full bodied beer with its rich malt flavor, dark toffee note and underlying fruitiness has a masterful hop balance.The secrets behind Paulaner's excellent taste and unwavering quality are locally sourced ingredients and a tradition of craftsmanship that has been passed down and perfected by our dedicated brewmasters since 1634. Here in Munich, Paulaner beer is not a mere product -- It's a matter of the heart.\t",5.8,18,25,27,44,9,40,72,28,1,35,61,10,121,3.712451,3.822628,3.836957,3.911067,4.039526,1012,München,Germany
Spaten Oktoberfestbier Ur-Märzen,Lager - Märzen / Oktoberfest,Spaten-Franziskaner-Bräu,Spaten-Franziskaner-Bräu Spaten Oktoberfestbier Ur-Märzen,Notes:,5.9,18,25,30,30,6,31,42,10,0,11,47,5,105,3.314902,3.671978,3.554827,3.518744,3.693533,1067,München,Germany
Festbier,Lager - Märzen / Oktoberfest,Victory Brewing Company,Victory Brewing Company Festbier,"Notes:Friendship and camaraderie: the two keys to any festive event. And then there’s the beer. It should be full-bodied, yet infinitely smooth. Seductively malty, with a kiss of the hops for balance. This is our Festbier. Painstakingly crafted from German malts, decoction brewed for full flavor and carefully aged for depth of character. Subtly sweet with a delicate malt nose, our Festbier gains its impressive body from our use of all imported German malts and decoction brewing process. Gather with your friends for a festive moment of Victory!\t",5.6,18,25,16,48,6,20,57,11,0,12,29,20,101,3.635634,3.739968,3.760835,3.784109,3.957464,623,Downingtown,PA
Hacker-Pschorr Oktoberfest Märzen,Lager - Märzen / Oktoberfest,Hacker-Pschorr Bräu GmbH,Hacker-Pschorr Bräu GmbH Hacker-Pschorr Oktoberfest-Märzen,"Notes:Forbidden as it was to brew in summer, a stronger beer – the Märzen – was brewed earlier in March. It would finally be served at the Oktoberfest, under the “Heaven of Bavaria”. We have returned once again to the age-old recipe and recreated that gloriously smooth, honey-coloured piece of history from times gone by. And all is brewed with due reverence to the Bavarian Purity Law of 1516.\t",5.8,18,25,24,41,6,30,60,10,3,19,42,9,138,3.75837,3.852256,3.832606,3.933042,4.07278,687,München,Germany
Festbier,Lager - Märzen / Oktoberfest,Bayerische Staatsbrauerei Weihenstephan,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Festbier,"Notes:A full rich bodied, hoppy, seasonal lager. Especially brewed for the Festbier season. This beer truly represents the Bavarian way of celebrating. Deep gold color, great mouth-feel and lots of flavor. Prost!\t",5.8,18,25,25,32,6,26,44,14,2,17,57,9,90,3.490268,3.529197,3.649635,3.604623,3.886861,411,Freising,Germany
Oktoberfest,Lager - Märzen / Oktoberfest,Jacob Leinenkugel Brewing Company,Jacob Leinenkugel Brewing Company Leinenkugel's Oktoberfest,"Notes:Rich and toasty Märzen-style beerOur proud German heritage shines through in our homage to arguably the world’s greatest festival. A traditional Märzen-style beer, our Leinenkugel’s® Oktoberfest has a toasted malt flavor and subtle, spicy hop notes that make it perfect for celebrating fall in true German fashion. So let your steins runneth over.IBU: 20\t",5.1,18,25,16,22,3,26,36,10,0,9,28,9,65,2.947368,3.410526,3.025,2.953947,3.194737,380,Chippewa Falls,USA
Hofbräu Oktoberfestbier,Lager - Märzen / Oktoberfest,Hofbräuhaus München,Hofbräuhaus München Hofbräu Oktoberfestbier,"Notes:The Oktoberfest originated in 1810 in Munich, Germany, as a wedding celebration for the Crown Prince Ludwig of Bavaria. This product was created especially for this event and is brewed usually for the Oktoberfest, now the largest beer festival in the world. Hofbräu München (HB) is one of a selected group of breweries granted the privileges of supplying the Oktoberfest with their products. Using the highest quality ingredients, HB's Oktoberfest Specialty has its own distinctive and unique taste.\t",6.3,18,25,17,31,4,32,48,10,6,6,46,3,81,3.141907,3.347007,3.436807,3.308204,3.544346,451,München,Germany
The Kaiser,Lager - Märzen / Oktoberfest,Avery Brewing Company,Avery Brewing Company The Kaiser,"Notes:The Kaiser once said, “Give me a woman who loves beer and I will conquer the world.” If the Kaiser and his significant other had tipped this bottle, we’d all be “sprechenden Deutsch!” We took all that is good in a traditional Oktoberfest – gorgeous, deep copper sheen, massive malty backbone and spicy, floral, pungent Noble hops – then intensified each into this, an Imperial Oktoberfest.\t",8.0,18,25,9,38,36,30,76,18,0,23,44,16,110,3.796041,4.008606,3.827022,3.827022,3.645439,581,Boulder,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Left Hand Brewing Company,Left Hand Brewing Company Left Hand Oktoberfest,"Notes:This is no festivus for the restivus, on the contrary, we start brewing in the spring and it takes a full two months to reach lagered perfection. Biscuity, malty goodness dominates upfront while the noble pedigree hops lend a properly spicy, dry finish.\t",6.6,18,25,16,32,22,41,63,5,0,9,58,31,115,3.56229,3.808081,3.680135,3.670034,3.772727,297,Longmont,USA
Shiner Märzen-Style Oktoberfest,Lager - Märzen / Oktoberfest,Spoetzl Brewery,Spoetzl Brewery Shiner Oktoberfest,"Notes:Just like the world's largest beer festival, our little brewrey has Bavarian roots and a long tradition of honoring tradition. Which is why we made this märzen-style with German-grown Hallertau tradition. If that doesn't make you polka dance for joy, we don't know what will.\t",5.8,18,25,12,31,10,39,44,9,1,12,49,14,72,3.195652,3.611801,3.279503,3.267081,3.456522,161,Shiner,USA
Hoss Oktoberfest Lager,Lager - Märzen / Oktoberfest,Great Divide Brewing Company,Great Divide Brewing Company Hoss,"Notes:HOSS is based on the Märzen lagers of Germany. Rich, layered malt notes, with hints of cherry and dark fruits, dominate, while the unique addition of rye imparts a slightly earthy, spicy character. Hoss finishes crisp and dry, and its brilliant red-orange color is a toast to the sunsets that make the perfect backdrop for this beer.AWARDS:2009 Great American Beer Festival, Bronze Medal, Rye Beer2010 World Beer Cup, Bronze Medal, Rye2010 Australian International Beer Awards, Gold Medal & Overall Champion Lager\t",6.2,18,25,31,36,9,42,58,28,1,36,63,34,134,3.647147,3.833333,3.813814,3.846847,3.933934,333,Denver,USA
Munsterfest,Lager - Märzen / Oktoberfest,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Munsterfest,Notes:,6.0,18,25,18,46,8,35,47,15,2,26,50,11,95,3.649733,3.679144,3.745989,3.748663,3.893048,187,Munster,USA
Oaktoberfest,Lager - Märzen / Oktoberfest,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Oaktoberfest,"Notes:Oaktoberfest is a true German Marzen bier brewed with premium imported Pilsner and Vienna malts and is spiced with Bavarian hop from the mother land. Light Amber in color, soft malty profile, full bodied lager beer. Fermented with the famous Bavarian Augustiner Lager yeast from Munich. We utilized German Hallertauer Traditions for both bittering and aroma additions adding a rich, noble hop presence to this beer.\t",5.0,18,25,19,39,5,39,52,23,1,26,64,26,95,3.695652,3.956522,3.913043,3.934783,4.086957,23,Paso Robles,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Summit Brewing Company,Summit Brewing Company Summit Oktoberfest Marzen,"Notes:Brewed in the classic Märzen style with Northern Brewer hops from Germany. Rich, toffee malt flavors up front with a clean hop finish as crisp as the autumn air. Unfortunately, like the fall colors, this seasonal beer is gone before you know it.\t",6.5,18,25,12,37,23,36,73,28,2,28,44,10,91,3.463115,3.727459,3.678279,3.67418,3.696721,244,St Paul,USA
Oktoberfest Bier (Oktoberfest Wiesn),Lager - Märzen / Oktoberfest,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Wiesn Bier,Notes:Labeled as Oktoberfest Bier in Germany and Oktoberfest Wiesn in the US.This full bodied golden Oktoberfest lager is the only beer served in Paulaner Oktoberfest tents today. It is the pinnacle of German brewing: wonderfully mellow with a balanced harmonious taste. It has a strong note of malt and the pleasant fragrance of hops.\t,6.0,18,25,40,35,6,41,44,14,7,22,72,12,105,3.669355,3.907258,3.879032,3.854839,4.145161,124,München,Germany
Copper Legend Octoberfest,Lager - Märzen / Oktoberfest,Jack's Abby Brewing,Jack's Abby Brewing Copper Legend,"Notes:Ancient timelines talk of dark days, plagued by hardships and Kingdom demands. When hope was all but lost, a legend emerged. A plumber. With copper pipes and an uncanny wit, he battled fierce foes and saw to the brewery’s opening. Our Octoberfest is malty, smooth and exceedingly drinkable. It is perfect to celebrate and honor today’s legends. We use locally grown wheat from MA, Munich malt and noble hops.22 IBU\t",5.7,18,25,19,33,6,30,56,14,1,13,49,9,86,3.166667,3.333333,3.166667,3.166667,3.166667,3,Framingham,USA
Atom Smasher,Lager - Märzen / Oktoberfest,Two Brothers Brewing Company,Two Brothers Brewing Company Atom Smasher,"Notes:Named with our atom-colliding scientific neighbor in mind, this Oktoberfest-style lager is oak-aged, providing added layers of depth to the signature flavors of roasted malt, caramel and toffee found in marzen style beers. But a beer this exceptional shouldn’t be limited to just Oktoberfest. Raise a glass, stein or boot to Augustfest, Septemberfest and beyond!\t",7.0,18,25,13,38,17,25,56,10,0,13,29,20,83,3.518519,3.574074,3.453704,3.555556,3.5,54,Jason Ebel,Jim Ebel
Oktoberfest,Lager - Märzen / Oktoberfest,Saint Arnold Brewing Company,Saint Arnold Brewing Company Saint Arnold Oktoberfest,"Notes:A full bodied, malty, slightly sweet beer celebrating the Autumn harvest. This rich beer has a round malt flavor and an above average alcohol content perfect for a cool fall evening. Malt: Three different blended Munich-style malts Hops: Czech Saaz and Tettnanger.Original Gravity: 1.061 (15.5° Plato)Color: Red-Amber Bitterness: 24 IBU\t",6.6,18,25,11,35,13,27,52,12,2,18,29,2,65,3.560714,3.692857,3.603571,3.653571,3.782143,140,Houston,USA
Oktober Fest,Lager - Märzen / Oktoberfest,Stoudts Brewing Co.,Stoudts Brewing Co. Oktober Fest,Notes:,5.0,18,25,15,37,9,37,50,25,0,25,69,3,83,3.488479,3.711982,3.631336,3.624424,3.794931,217,Reinholds,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Blue Point Brewing Company,Blue Point Brewing Company Blue Point Oktoberfest,"Notes:Originally brewed a couple hundred years ago to celebrate the betrothal of the Crown Prince of Bavaria, we’re helping keep the tradition alive by brewing Oktoberfest every fall for our most royal/loyal followers.\t",5.5,18,25,15,40,2,34,53,9,0,20,46,12,73,3.524038,3.721154,3.581731,3.620192,3.8125,104,Patchogue,USA
OktoberFish,Lager - Märzen / Oktoberfest,Flying Fish Brewing Company,Flying Fish Brewing Company OktoberFish,Notes:,6.0,18,25,8,23,7,15,42,21,0,18,28,2,68,3.5,3.600877,3.535088,3.557018,3.701754,114,Somerdale,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Sly Fox Brewing Company,Sly Fox Brewing Company Oktoberfest,"Notes:Ein prosit! This seasonal gem is best enjoyed under a humongous tent while you and thousands of your closest friends sing enthusiastically. Or anywhere, really. It’s all about the gemütlichkeit, baby!\t",6.1,18,25,19,43,1,36,53,16,0,19,50,6,102,3.596154,3.826923,3.75,3.884615,4.028846,52,Pottstown,USA
Fest Märzen Lager,Lager - Märzen / Oktoberfest,Narragansett Brewing Co.,Narragansett Brewing Co. Narragansett Fest,"Notes:Based on the ""Bavarian"" style beer that Narragansett produced in the '60s and '70s, this elegant Oktoberfest style Marzen is brewed with the highest quality German malts and hops. Weyermann's Munich malt creates a rich bready and toasty base, while the noble Tettnang hops add a crisp, but subtle and dry spiced finish. King Grambrinus would be proud!\t",5.5,18,25,27,35,4,43,42,8,2,8,53,12,110,3.472527,4.06044,3.714286,3.642857,3.82967,91,Cranston,RI
Schell's Oktoberfest,Lager - Märzen / Oktoberfest,August Schell Brewing Company,August Schell Brewing Company Oktoberfest,"Notes:The Oktoberfest or Marzen (March) type of beer was originally brewed in March, and laid down in caves before the summer weather rendered brewing impossible. Stocks would be drawn upon heavily during the summer, and exhausted by October.In Germany, this tradition has come to be associated with one specific style, Oktoberfest Bier. In keeping with true German tradition, August Schell Oktoberfest beer is brewed just once a year. Brewed with the perfect balance of Pale, Munich, and Cara Pils malt with Liberty and Perle hops to create a rich, smooth taste.\t",5.5,18,25,22,36,12,32,62,11,0,9,58,13,105,3.444444,3.738562,3.555556,3.591503,3.784314,153,New Ulm,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Capital Brewery,Capital Brewery Oktoberfest,Notes:2014 GABF Gold Medal (German-Style Marzen)The mother of all seasonal beers has a fiery amber hue with rich malty overtones that dominate the flavor.\t,5.5,18,25,13,36,5,35,67,18,4,23,44,17,123,3.590164,3.72541,3.663934,3.618852,3.786885,122,Middleton,USA
Oktoberfest Lager Beer,Lager - Märzen / Oktoberfest,"Lakefront Brewery, Inc.","Lakefront Brewery, Inc. Oktoberfest Lager Beer",Notes:,5.7,18,25,16,42,5,25,65,18,6,15,40,14,107,3.263636,3.522727,3.495455,3.386364,3.459091,110,Milwaukee,USA
Barktoberfest,Lager - Märzen / Oktoberfest,Thirsty Dog Brewing Company,Thirsty Dog Brewing Company Barktoberfest,Notes:,6.0,18,25,19,61,22,43,82,11,1,14,66,4,137,3.592593,3.657407,3.740741,3.648148,3.768519,54,Akron,USA
Oktoberfest,Lager - Märzen / Oktoberfest,Sprecher Brewing Company,Sprecher Brewing Company Oktoberfest,Notes:Gold Medal Winner in the German-style/Oktoberfest category at the 2004 Great American Beer Festival (GABF).\t,6.0,18,25,16,38,8,25,73,15,1,20,32,9,106,3.735507,3.778986,3.717391,3.786232,3.902174,138,Glendale,USA
Aecht Schlenkerla Rauchbier Märzen,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Märzen,"Notes:ABV may vary slightly year to year.Aecht Original Schlenkerla Maerzen Smokebeer, considered the classic example in its category, has been brewed for centuries in the baroque town of Bamberg in Franconia (Bavaria/Germany). Following the most ancient malting traditions, all its select barley malts are kilned over a fire of beech wood logs at the Schlenkerla maltings. Brewed in classic copper vessels and matured for months in 14th century cellars, Aecht Schlenkerla Rauchbier is a truly unique smoky beer experience.\t",5.4,20,30,8,33,6,30,26,5,4,2,26,124,64,4.207537,4.021372,3.899325,4.065804,3.830146,889,Bamberg,Germany
Aecht Schlenkerla Rauchbier Urbock,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,Brauerei Heller-Trum / Schlenkerla Aecht Schlenkerla Rauchbier Urbock,Notes:First tapping every first Thursday of October. A bitter Smokebock for the strongbeer-season (October through December). Matured for weeks in the deep rock-cellar and tapped freshly from the oakwood cask.\t,6.6,20,30,11,50,11,20,45,4,2,6,17,78,80,4.253484,4.05662,4.002613,4.162892,3.873693,574,Bamberg,Germany
Smoke & Dagger,Lager - Rauchbier,Jack's Abby Brewing,Jack's Abby Brewing Smoke & Dagger,"Notes:Cloaked in mystery, this dark black beer skirts the line between a schwarzbier and smoked porter. The use of a small percentage of traditional Beechwood smoked malt adds complexity and balances the liberal use of chocolate malt. Notes of roasted grains, beechwood smoke,and coffee accompany a full bodied-and sweet chocolately malt character. Smoke & Dagger uses locally grown unmalted barley from MA.25 IBU\t",5.8,20,30,18,90,10,53,71,12,0,26,45,103,128,4.166667,4.222222,4.166667,4.277778,4.222222,9,Framingham,USA
